seq_num,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
4013,0.092720,-0.048800,-0.972096,-0.840000,1.050000,-0.280000
4014,0.114680,-0.047336,-0.970632,0.910000,-4.130000,-0.420000
4015,0.095160,-0.047824,-0.975024,-0.350000,0.280000,-0.280000
4016,0.113216,-0.046848,-0.975024,0.560000,-3.990000,-0.350000
4017,0.096624,-0.048312,-0.974048,0.140000,-1.960000,-0.350000
4018,0.106384,-0.047824,-0.973072,0.210000,-2.660000,-0.350000
4019,0.101016,-0.049288,-0.972584,0.350000,-2.660000,-0.350000
4020,0.103456,-0.050264,-0.976488,-0.070000,-1.260000,-0.420000
4021,0.099064,-0.051240,-0.974536,0.000000,-1.330000,-0.350000
4022,0.106872,-0.046360,-0.970632,0.420000,-2.730000,-0.350000
4023,0.103456,-0.049288,-0.975024,0.210000,-2.170000,-0.280000
4024,0.107360,-0.045872,-0.980880,0.070000,-1.680000,-0.420000
4025,0.101992,-0.046848,-0.970144,-0.070000,-1.960000,-0.350000
4026,0.101992,-0.048312,-0.973560,0.070000,-1.470000,-0.350000
4027,0.103456,-0.050752,-0.975512,0.280000,-2.380000,-0.350000
4028,0.102968,-0.049288,-0.974536,0.280000,-1.960000,-0.420000
4029,0.103944,-0.048800,-0.973560,0.140000,-2.240000,-0.350000
4030,0.102968,-0.046848,-0.976000,0.000000,-1.750000,-0.350000
4031,0.105408,-0.046848,-0.975512,0.070000,-2.170000,-0.420000
4032,0.102968,-0.045384,-0.974048,0.000000,-1.820000,-0.350000
4033,0.104432,-0.047336,-0.974048,0.070000,-2.170000,-0.350000
4034,0.105408,-0.046848,-0.976000,0.070000,-2.100000,-0.420000
4035,0.102968,-0.047336,-0.974536,0.070000,-1.890000,-0.350000
4036,0.104920,-0.045384,-0.972584,0.210000,-1.890000,-0.420000
4037,0.104432,-0.047336,-0.974048,0.210000,-1.960000,-0.350000
4038,0.103456,-0.047336,-0.976488,0.280000,-1.890000,-0.350000
4039,0.105896,-0.047336,-0.972584,0.140000,-1.820000,-0.350000
4040,0.104432,-0.046360,-0.973560,0.070000,-2.170000,-0.350000
4041,0.103944,-0.049288,-0.973560,0.070000,-1.960000,-0.420000
4042,0.105408,-0.049776,-0.973560,0.210000,-2.100000,-0.350000
4043,0.104920,-0.046848,-0.973560,0.210000,-2.030000,-0.420000
4044,0.102968,-0.047824,-0.974536,0.140000,-2.170000,-0.420000
4045,0.104432,-0.048800,-0.973072,0.140000,-2.030000,-0.280000
4046,0.104432,-0.045872,-0.974048,0.140000,-1.890000,-0.490000
4047,0.103944,-0.046848,-0.974536,0.210000,-2.030000,-0.350000
4048,0.102968,-0.048312,-0.974536,0.070000,-1.820000,-0.350000
